contact_form,crp_id,cspan_id,district,domain,fax,first_name,govtrack_id,icpsr_id,member_id,in_office,last_name,leadership_role,middle_name,missed_votes,missed_votes_pct,next_election,ocd_id,office,party,phone,seniority,state,total_present,total_votes,twitter_account,url,votes_with_party_pct,votesmart_id,youtube_account
,N00030673,1033765.0,2,huizenga.house.gov,202-226-0779,Bill,412437.0,21142.0,H001058,True,Huizenga,,,7.0,2.7,2018,ocd-division/country:us/state:mi/cd:2,2232 Rayburn House Office Building,R,202-225-4401,8,MI,0.0,259.0,RepHuizenga,http://huizenga.house.gov,95.63,38351.0,RepHuizenga
,N00031104,62575.0,14,hultgren.house.gov,202-225-0697,Randy,412422.0,21129.0,H001059,True,Hultgren,,,3.0,1.16,2018,ocd-division/country:us/state:il/cd:14,2455 Rayburn House Office Building,R,202-225-2976,8,IL,0.0,259.0,RepHultgren,http://hultgren.house.gov,98.05,18199.0,rephultgren
,N00031557,9269006.0,10,dennyheck.house.gov,202-225-0129,Denny,412584.0,21369.0,H001064,True,Heck,,,2.0,0.77,2018,ocd-division/country:us/state:wa/cd:10,425 Cannon House Office Building,D,202-225-9740,6,WA,0.0,259.0,RepDennyHeck,http://dennyheck.house.gov,94.94,126058.0,RepDennyHeck
,N00033399,623728.0,2,holding.house.gov,919-782-4490,George,412553.0,21349.0,H001065,True,Holding,,,8.0,3.09,2018,ocd-division/country:us/state:nc/cd:2,1110 Longworth House Office Building,R,202-225-3032,6,NC,0.0,259.0,RepHolding,http://holding.house.gov,95.22,136462.0,repholding
,N00033630,79622.0,8,hudson.house.gov,704-782-1004,Richard,412550.0,21346.0,H001067,True,Hudson,,,34.0,13.13,2018,ocd-division/country:us/state:nc/cd:8,429 Cannon House Office Building,R,202-225-3715,6,NC,0.0,259.0,RepRichHudson,https://hudson.house.gov,94.22,136448.0,RepRichHudson
,N00033030,622431.0,2,huffman.house.gov,202-225-5163,Jared,412511.0,21303.0,H001068,True,Huffman,,,5.0,1.93,2018,ocd-division/country:us/state:ca/cd:2,1406 Longworth House Office Building,D,202-225-5161,6,CA,0.0,259.0,RepHuffman,http://huffman.house.gov,91.34,59849.0,rephuffman
,N00032243,94974.0,10,hice.house.gov,202-226-0776,Jody,412623.0,21514.0,H001071,True,Hice,,,0.0,0.0,2018,ocd-division/country:us/state:ga/cd:10,324 Cannon House Office Building,R,202-225-4101,4,GA,0.0,259.0,congressmanhice,https://hice.house.gov,94.59,122246.0,
,N00035792,9265172.0,2,,202-225-5903,French,412609.0,21503.0,H001072,True,Hill,,,3.0,1.16,2018,ocd-division/country:us/state:ar/cd:2,1229 Longworth House Office Building,R,202-225-2506,4,AR,0.0,259.0,RepFrenchHill,https://hill.house.gov,95.31,146290.0,
,N00031417,95176.0,23,,,Will,412654.0,21550.0,H001073,True,Hurd,,,8.0,3.09,2018,ocd-division/country:us/state:tx/cd:23,317 Cannon House Office Building,R,202-225-4511,4,TX,0.0,259.0,hurdonthehill,https://hurd.house.gov,94.42,116911.0,
,N00038429,104247.0,9,hollingsworth.house.gov,,Trey,412703.0,,H001074,True,Hollingsworth,,,0.0,0.0,2018,ocd-division/country:us/state:in/cd:9,1641 Longworth House Office Building,R,202-225-5315,2,IN,0.0,259.0,reptrey,https://hollingsworth.house.gov,96.91,167423.0,
,N00039953,106094.0,3,clayhiggins.house.gov,,Clay,412705.0,,H001077,True,Higgins,,,1.0,0.39,2018,ocd-division/country:us/state:la/cd:3,1711 Longworth House Office Building,R,202-225-2031,2,LA,0.0,259.0,,https://clayhiggins.house.gov,98.45,174484.0,
,N00007017,90066.0,49,issa.house.gov,202-225-3303,Darrell,400196.0,20107.0,I000056,True,Issa,,,2.0,0.77,2018,ocd-division/country:us/state:ca/cd:49,2269 Rayburn House Office Building,R,202-225-3906,18,CA,0.0,259.0,DarrellIssa,https://issa.house.gov,98.05,16553.0,repdarrellissa
,N00005818,36819.0,18,jacksonlee.house.gov,202-225-3317,Sheila,400199.0,29573.0,J000032,True,Jackson-Lee,,,12.0,4.63,2018,ocd-division/country:us/state:tx/cd:18,2187 Rayburn House Office Building,D,202-225-3816,24,TX,0.0,259.0,JacksonLeeTX18,http://jacksonlee.house.gov,94.33,21692.0,TX18SJL
,N00008122,23352.0,30,ebjohnson.house.gov,202-226-1477,Eddie,400204.0,39305.0,J000126,True,Johnson,,Bernice,13.0,5.02,2018,ocd-division/country:us/state:tx/cd:30,2468 Rayburn House Office Building,D,202-225-8885,26,TX,0.0,259.0,RepEBJ,http://ebjohnson.house.gov,95.53,27098.0,RepEddieBJohnson
,N00008028,18711.0,3,samjohnson.house.gov,,Sam,400206.0,29143.0,J000174,True,Johnson,,,0.0,0.0,2018,ocd-division/country:us/state:tx/cd:3,,R,202-225-4201,28,TX,0.0,259.0,SamsPressShop,http://samjohnson.house.gov,97.3,27079.0,RepSamJohnson
,N00002299,36693.0,3,jones.house.gov,202-225-3286,Walter,400209.0,29546.0,J000255,True,Jones,,B.,28.0,10.81,2018,ocd-division/country:us/state:nc/cd:3,2333 Rayburn House Office Building,R,202-225-3415,24,NC,1.0,259.0,RepWalterJones,http://jones.house.gov,59.31,21785.0,RepWalterJones
,N00027848,1020576.0,4,hankjohnson.house.gov,202-226-0691,Hank,412199.0,20712.0,J000288,True,Johnson,,,16.0,6.18,2018,ocd-division/country:us/state:ga/cd:4,2240 Rayburn House Office Building,D,202-225-1605,12,GA,0.0,259.0,RepHankJohnson,https://hankjohnson.house.gov,94.65,68070.0,RepHankJohnson
,N00027894,1022879.0,4,jordan.house.gov,202-226-0577,Jim,412226.0,20738.0,J000289,True,Jordan,,,19.0,7.34,2018,ocd-division/country:us/state:oh/cd:4,2056 Rayburn House Office Building,R,202-225-2676,12,OH,0.0,259.0,Jim_Jordan,http://jordan.house.gov,92.5,8158.0,RepJimJordan
,N00029077,1030550.0,2,lynnjenkins.house.gov,202-225-7986,Lynn,412284.0,20915.0,J000290,True,Jenkins,,,25.0,9.65,2018,ocd-division/country:us/state:ks/cd:2,1526 Longworth House Office Building,R,202-225-6601,10,KS,0.0,259.0,RepLynnJenkins,https://lynnjenkins.house.gov,94.02,18594.0,RepLynnJenkins
,N00032088,623472.0,6,billjohnson.house.gov,202-225-5907,Bill,412460.0,21162.0,J000292,True,Johnson,,,2.0,0.77,2018,ocd-division/country:us/state:oh/cd:6,1710 Longworth House Office Building,R,202-225-5705,8,OH,0.0,259.0,RepBillJohnson,http://billjohnson.house.gov,94.55,120649.0,RepBillJohnson
,N00033640,79612.0,8,jeffries.house.gov,,Hakeem,412561.0,21343.0,J000294,True,Jeffries,,,15.0,5.79,2018,ocd-division/country:us/state:ny/cd:8,1607 Longworth House Office Building,D,202-225-5936,6,NY,0.0,259.0,RepJeffries,http://jeffries.house.gov,95.9,55285.0,
,N00035007,68561.0,14,joyce.house.gov,202-225-3307,Dave,412566.0,21353.0,J000295,True,Joyce,,,7.0,2.7,2018,ocd-division/country:us/state:oh/cd:14,1124 Longworth House Office Building,R,202-225-5731,6,OH,0.0,259.0,RepDaveJoyce,https://joyce.house.gov,95.24,143052.0,repdavejoyce
,N00035531,76592.0,3,,202-225-9061,Evan,412663.0,21558.0,J000297,True,Jenkins,,,3.0,1.16,2018,ocd-division/country:us/state:wv/cd:3,1609 Longworth House Office Building,R,202-225-3452,4,WV,0.0,259.0,RepEvanJenkins,https://evanjenkins.house.gov,94.14,8297.0,
,N00038858,9267128.0,7,jayapal.house.gov,,Pramila,412730.0,,J000298,True,Jayapal,,,1.0,0.39,2018,ocd-division/country:us/state:wa/cd:7,319 Cannon House Office Building,D,202-225-3106,2,WA,0.0,259.0,RepJayapal,https://jayapal.house.gov,94.19,153141.0,
,N00039106,106095.0,4,mikejohnson.house.gov,,Mike,412706.0,,J000299,True,Johnson,,,3.0,1.16,2018,ocd-division/country:us/state:la/cd:4,327 Cannon House Office Building,R,202-225-2777,2,LA,0.0,259.0,,https://mikejohnson.house.gov,98.05,156097.0,
,N00003522,1458.0,9,kaptur.house.gov,202-225-7711,Marcy,400211.0,15029.0,K000009,True,Kaptur,,,5.0,1.93,2018,ocd-division/country:us/state:oh/cd:9,2186 Rayburn House Office Building,D,202-225-4146,36,OH,0.0,259.0,RepMarcyKaptur,https://kaptur.house.gov,93.7,27016.0,USRepMarcyKaptur
,N00004403,45870.0,3,kind.house.gov,202-225-5739,Ron,400218.0,29769.0,K000188,True,Kind,,,2.0,0.77,2018,ocd-division/country:us/state:wi/cd:3,1502 Longworth House Office Building,D,202-225-5506,22,WI,0.0,259.0,RepRonKind,https://kind.house.gov,91.05,630.0,RepRonKind
,N00001193,26487.0,2,,202-226-2279,Peter,400219.0,29375.0,K000210,True,King,,T.,15.0,5.79,2018,ocd-division/country:us/state:ny/cd:2,339 Cannon House Office Building,R,202-225-7896,26,NY,0.0,259.0,RepPeteKing,http://peteking.house.gov,97.13,26968.0,RepPeterKing
,N00025237,1003590.0,4,,202-225-3193,Steve,400220.0,20325.0,K000362,True,King,,,7.0,2.7,2018,ocd-division/country:us/state:ia/cd:4,2210 Rayburn House Office Building,R,202-225-4426,16,IA,0.0,259.0,SteveKingIA,https://steveking.house.gov,96.43,10853.0,stevekingia
,N00031933,61856.0,9,keating.house.gov,202-225-5658,Bill,412435.0,21140.0,K000375,True,Keating,,,2.0,0.77,2018,ocd-division/country:us/state:ma/cd:9,2351 Rayburn House Office Building,D,202-225-3111,8,MA,0.0,259.0,USRepKeating,https://keating.house.gov,94.55,4743.0,RepBillKeating
,N00031647,62696.0,3,kelly.house.gov,202-225-3103,Mike,412465.0,21167.0,K000376,True,Kelly,,,14.0,5.41,2018,ocd-division/country:us/state:pa/cd:3,1707 Longworth House Office Building,R,202-225-5406,8,PA,0.0,259.0,MikeKellyPA,http://kelly.house.gov,97.96,119463.0,repmikekelly
,N00030667,62573.0,16,kinzinger.house.gov,202-225-3521,Adam,412421.0,21128.0,K000378,True,Kinzinger,,,3.0,1.16,2018,ocd-division/country:us/state:il/cd:16,2245 Rayburn House Office Building,R,202-225-3635,8,IL,0.0,259.0,RepKinzinger,http://kinzinger.house.gov,94.92,116559.0,RepAdamKinzinger
,N00034044,79948.0,4,kennedy.house.gov,202-225-0182,Joseph,412543.0,21335.0,K000379,True,Kennedy III,,P.,0.0,0.0,2018,ocd-division/country:us/state:ma/cd:4,434 Cannon House Office Building,D,202-225-5931,6,MA,0.0,259.0,RepJoeKennedy,https://kennedy.house.gov,96.91,141275.0,
,N00033395,623723.0,5,danielkildee.house.gov,202-225-6393,Dan,412546.0,21372.0,K000380,True,Kildee,,,9.0,3.47,2018,ocd-division/country:us/state:mi/cd:5,227 Cannon House Office Building,D,202-225-3611,6,MI,0.0,259.0,RepDanKildee,http://dankildee.house.gov,93.2,136102.0,RepDanKildee
,N00034453,68310.0,6,kilmer.house.gov,,Derek,412583.0,21368.0,K000381,True,Kilmer,,,2.0,0.77,2018,ocd-division/country:us/state:wa/cd:6,1520 Longworth House Office Building,D,202-225-5916,6,WA,0.0,259.0,RepDerekKilmer,https://kilmer.house.gov,93.77,51516.0,
,N00030875,62650.0,2,kuster.house.gov,202-225-2946,Ann,412557.0,21340.0,K000382,True,Kuster,,McLane,5.0,1.93,2018,ocd-division/country:us/state:nh/cd:2,137 Cannon House Office Building,D,202-225-5206,6,NH,0.0,259.0,RepAnnieKuster,http://kuster.house.gov,93.31,122256.0,RepKuster
,N00035215,70399.0,2,,202-225-4583,Robin,412595.0,21371.0,K000385,True,Kelly,,,13.0,5.02,2018,ocd-division/country:us/state:il/cd:2,1239 Longworth House Office Building,D,202-225-0773,6,IL,0.0,259.0,RepRobinKelly,https://robinkelly.house.gov,95.94,33384.0,
,N00035934,76367.0,24,,202-225-4042,John,412649.0,21542.0,K000386,True,Katko,,,2.0,0.77,2018,ocd-division/country:us/state:ny/cd:24,1620 Longworth House Office Building,R,202-225-3701,4,NY,0.0,259.0,RepJohnKatko,https://katko.house.gov,94.55,152546.0,
,N00035820,76118.0,25,knight.house.gov,202-226-0683,Steve,412614.0,21505.0,K000387,True,Knight,,,1.0,0.39,2018,ocd-division/country:us/state:ca/cd:25,1023 Longworth House Office Building,R,202-225-1956,4,CA,0.0,259.0,SteveKnight25,https://knight.house.gov,95.35,,
,N00037003,97322.0,1,,,Trent,412673.0,21561.0,K000388,True,Kelly,,,0.0,0.0,2018,ocd-division/country:us/state:ms/cd:1,1721 Longworth House Office Building,R,202-225-4306,4,MS,0.0,259.0,reptrentkelly,https://trentkelly.house.gov,97.68,156389.0,
,N00026427,31129.0,17,khanna.house.gov,,Ro,412684.0,,K000389,True,Khanna,,,1.0,0.39,2018,ocd-division/country:us/state:ca/cd:17,513 Cannon House Office Building,D,202-225-2631,2,CA,0.0,259.0,RepRoKhanna,https://khanna.house.gov,95.74,29473.0,
,N00033530,79707.0,4,kihuen.house.gov,,Ruben,412716.0,,K000390,True,Kihuen,,,1.0,0.39,2018,ocd-division/country:us/state:nv/cd:4,313 Cannon House Office Building,D,202-225-9894,2,NV,0.0,259.0,RepKihuen,https://kihuen.house.gov,94.19,66851.0,
,N00033240,103408.0,8,krishnamoorthi.house.gov,,Raja,412701.0,,K000391,True,Krishnamoorthi,,,1.0,0.39,2018,ocd-division/country:us/state:il/cd:8,515 Cannon House Office Building,D,202-225-3711,2,IL,0.0,259.0,congressmanraja,https://krishnamoorthi.house.gov,96.51,117519.0,
,N00025445,28903.0,8,kustoff.house.gov,,David,412724.0,,K000392,True,Kustoff,,,0.0,0.0,2018,ocd-division/country:us/state:tn/cd:8,508 Cannon House Office Building,R,202-225-4714,2,TN,0.0,259.0,repdavidkustoff,https://kustoff.house.gov,97.3,48997.0,
,N00003950,251.0,9,levin.house.gov,202-226-1033,Sander,400238.0,15033.0,L000263,True,Levin,,M.,0.0,0.0,2018,ocd-division/country:us/state:mi/cd:9,1236 Longworth House Office Building,D,202-225-4961,36,MI,0.0,259.0,RepSandyLevin,http://levin.house.gov,94.98,26918.0,mi12yes
,N00002577,2528.0,5,johnlewis.house.gov,202-225-0351,John,400240.0,15431.0,L000287,True,Lewis,,,8.0,3.09,2018,ocd-division/country:us/state:ga/cd:5,343 Cannon House Office Building,D,202-225-3801,32,GA,0.0,259.0,RepJohnLewis,https://johnlewis.house.gov,93.63,26820.0,repjohnlewis
,N00007479,36520.0,19,lofgren.house.gov,202-225-3336,Zoe,400245.0,29504.0,L000397,True,Lofgren,,,9.0,3.47,2018,ocd-division/country:us/state:ca/cd:19,1401 Longworth House Office Building,D,202-225-3072,24,CA,2.0,259.0,RepZoeLofgren,https://lofgren.house.gov,92.0,21899.0,RepZoeLofgren
,N00001024,6110.0,17,lowey.house.gov,202-225-0546,Nita,400246.0,15612.0,L000480,True,Lowey,,M.,2.0,0.77,2018,ocd-division/country:us/state:ny/cd:17,2365 Rayburn House Office Building,D,202-225-6506,30,NY,0.0,259.0,NitaLowey,https://lowey.house.gov,95.33,26982.0,nitalowey
,N00005559,35692.0,3,lucas.house.gov,202-225-8698,Frank,400247.0,29393.0,L000491,True,Lucas,,D.,0.0,0.0,2018,ocd-division/country:us/state:ok/cd:3,2405 Rayburn House Office Building,R,202-225-5565,26,OK,0.0,259.0,RepFrankLucas,http://lucas.house.gov,97.68,27032.0,RepFrankLucas
,N00008046,54579.0,13,lee.house.gov,202-225-9817,Barbara,400237.0,29778.0,L000551,True,Lee,,,10.0,3.86,2018,ocd-division/country:us/state:ca/cd:13,2267 Rayburn House Office Building,D,202-225-2661,22,CA,0.0,259.0,RepBarbaraLee,https://lee.house.gov,94.38,8315.0,RepLee
,N00000851,30867.0,2,lobiondo.house.gov,202-225-3318,Frank,400244.0,29539.0,L000554,True,LoBiondo,,A.,0.0,0.0,2018,ocd-division/country:us/state:nj/cd:2,2427 Rayburn House Office Building,R,202-225-6572,24,NJ,0.0,259.0,RepLoBiondo,http://lobiondo.house.gov,88.8,21890.0,USRepFrankLoBiondo
,N00000575,36596.0,1,larson.house.gov,202-225-1031,John,400233.0,29908.0,L000557,True,Larson,,B.,13.0,5.02,2018,ocd-division/country:us/state:ct/cd:1,1501 Longworth House Office Building,D,202-225-2265,20,CT,0.0,259.0,RepJohnLarson,https://larson.house.gov,95.94,17188.0,RepJohnLarson
,N00009724,86608.0,2,langevin.house.gov,202-225-5976,Jim,400230.0,20136.0,L000559,True,Langevin,,,3.0,1.16,2018,ocd-division/country:us/state:ri/cd:2,2077 Rayburn House Office Building,D,202-225-2735,18,RI,0.0,259.0,JimLangevin,http://langevin.house.gov,94.92,55787.0,jimlangevin
,N00009759,86610.0,2,larsen.house.gov,202-225-4420,Rick,400232.0,20145.0,L000560,True,Larsen,,,5.0,1.93,2018,ocd-division/country:us/state:wa/cd:2,2113 Rayburn House Office Building,D,202-225-2605,18,WA,0.0,259.0,RepRickLarsen,http://larsen.house.gov,96.46,56231.0,congressmanlarsen
,N00013855,1000222.0,8,lynch.house.gov,202-225-3984,Stephen,400249.0,20119.0,L000562,True,Lynch,,F.,8.0,3.09,2018,ocd-division/country:us/state:ma/cd:8,2268 Rayburn House Office Building,D,202-225-8273,18,MA,0.0,259.0,RepStephenLynch,http://lynch.house.gov,92.43,4844.0,RepLynch
,N00027239,1013046.0,3,www.lipinski.house.gov,202-225-1012,Daniel,400630.0,20508.0,L000563,True,Lipinski,,,0.0,0.0,2018,ocd-division/country:us/state:il/cd:3,2346 Rayburn House Office Building,D,202-225-5701,14,IL,1.0,259.0,RepLipinski,https://lipinski.house.gov,90.73,33692.0,lipinski03
,N00028133,1022846.0,5,lamborn.house.gov,202-226-2638,Doug,412191.0,20704.0,L000564,True,Lamborn,,,6.0,2.32,2018,ocd-division/country:us/state:co/cd:5,2402 Rayburn House Office Building,R,202-225-4422,12,CO,0.0,259.0,RepDLamborn,http://lamborn.house.gov,97.63,2698.0,CongressmanLamborn
,N00027741,1022883.0,2,loebsack.house.gov,202-226-0757,Dave,412209.0,20720.0,L000565,True,Loebsack,,,7.0,2.7,2018,ocd-division/country:us/state:ia/cd:2,1527 Longworth House Office Building,D,202-225-6576,12,IA,0.0,259.0,DaveLoebsack,http://loebsack.house.gov,92.46,68964.0,congressmanloebsack
,N00012233,1028071.0,5,latta.house.gov,202-225-1985,Robert,412256.0,20755.0,L000566,True,Latta,,E.,0.0,0.0,2018,ocd-division/country:us/state:oh/cd:5,2448 Rayburn House Office Building,R,202-225-6405,12,OH,0.0,259.0,BobLatta,http://latta.house.gov,97.3,9926.0,CongressmanBobLatta
,N00000898,1031349.0,7,lance.house.gov,202-225-9460,Leonard,412290.0,20929.0,L000567,True,Lance,,,0.0,0.0,2018,ocd-division/country:us/state:nj/cd:7,2352 Rayburn House Office Building,R,202-225-5361,10,NJ,0.0,259.0,RepLanceNJ7,http://lance.house.gov,93.05,4443.0,CongressmanLance
,N00030026,1031348.0,3,luetkemeyer.house.gov,202-225-5712,Blaine,412292.0,20926.0,L000569,True,Luetkemeyer,,,0.0,0.0,2018,ocd-division/country:us/state:mo/cd:3,2230 Rayburn House Office Building,R,202-225-2956,10,MO,0.0,259.0,RepBlainePress,http://luetkemeyer.house.gov,98.46,20400.0,BLuetkemeyer
,N00029562,1031351.0,3,lujan.house.gov,202-226-1528,Ben,412293.0,20932.0,L000570,True,Luján,,Ray,1.0,0.39,2018,ocd-division/country:us/state:nm/cd:3,2231 Rayburn House Office Building,D,202-225-6190,10,NM,0.0,259.0,RepBenRayLujan,https://lujan.house.gov,96.51,102842.0,Repbenraylujan
,N00031377,94987.0,1,labrador.house.gov,202-225-3029,Raúl,412419.0,21125.0,L000573,True,Labrador,,,3.0,1.16,2018,ocd-division/country:us/state:id/cd:1,1523 Longworth House Office Building,R,202-225-6611,8,ID,0.0,259.0,Raul_Labrador,https://labrador.house.gov,96.09,57391.0,RepLabrador
,N00030676,61880.0,7,long.house.gov,202-225-5604,Billy,412445.0,21150.0,L000576,True,Long,,,0.0,0.0,2018,ocd-division/country:us/state:mo/cd:7,2454 Rayburn House Office Building,R,202-225-6536,8,MO,0.0,259.0,USRepLong,https://long.house.gov,98.07,123401.0,MOdistrict7
,N00033987,68493.0,1,lamalfa.house.gov,530-534-7800,Doug,412510.0,21302.0,L000578,True,LaMalfa,,,10.0,3.86,2018,ocd-division/country:us/state:ca/cd:1,322 Cannon House Office Building,R,202-225-3076,6,CA,0.0,259.0,RepLaMalfa,http://lamalfa.house.gov,97.19,29713.0,RepLaMalfa
,N00033274,93815.0,47,lowenthal.house.gov,202-225-7926,Alan,412521.0,21313.0,L000579,True,Lowenthal,,,2.0,0.77,2018,ocd-division/country:us/state:ca/cd:47,125 Cannon House Office Building,D,202-225-7924,6,CA,0.0,259.0,RepLowenthal,http://lowenthal.house.gov,94.55,16469.0,RepLowenthal
,N00029400,94791.0,1,lujangrisham.house.gov,202-225-4975,Michelle,412558.0,21341.0,L000580,True,Lujan Grisham,,,0.0,0.0,2018,ocd-division/country:us/state:nm/cd:1,214 Cannon House Office Building,D,202-225-6316,6,NM,0.0,259.0,RepLujanGrisham,https://lujangrisham.house.gov,93.82,102404.0,RepLujanGrisham
,N00034068,79924.0,14,,202-226-2356,Brenda,412638.0,21530.0,L000581,True,Lawrence,,,11.0,4.25,2018,ocd-division/country:us/state:mi/cd:14,1213 Longworth House Office Building,D,202-225-5802,4,MI,0.0,259.0,RepLawrence,https://lawrence.house.gov,95.97,78851.0,
,N00035825,28076.0,33,,202-225-4099,Ted,412616.0,21507.0,L000582,True,Lieu,,,17.0,6.56,2018,ocd-division/country:us/state:ca/cd:33,236 Cannon House Office Building,D,202-225-3976,4,CA,0.0,259.0,RepTedLieu,https://lieu.house.gov,94.63,,
,N00035347,76165.0,11,loudermilk.house.gov,202-225-2944,Barry,412624.0,21515.0,L000583,True,Loudermilk,,,4.0,1.54,2018,ocd-division/country:us/state:ga/cd:11,329 Cannon House Office Building,R,202-225-2931,4,GA,0.0,259.0,RepLoudermilk,http://loudermilk.house.gov,97.25,31618.0,
,N00033842,67205.0,4,,202-225-5638,Mia,412656.0,21552.0,L000584,True,Love,,,4.0,1.54,2018,ocd-division/country:us/state:ut/cd:4,217 Cannon House Office Building,R,202-225-3011,4,UT,0.0,259.0,repmialove,https://love.house.gov,97.65,135957.0,
,N00037031,70020.0,18,,,Darin,412674.0,21562.0,L000585,True,LaHood,,M.,0.0,0.0,2018,ocd-division/country:us/state:il/cd:18,1424 Longworth House Office Building,R,202-225-6201,2,IL,0.0,259.0,RepLaHood,https://lahood.house.gov,94.21,128760.0,
,N00030642,90480.0,5,lawson.house.gov,,Al,412693.0,,L000586,True,Lawson,,,3.0,1.16,2018,ocd-division/country:us/state:fl/cd:5,1337 Longworth House Office Building,D,202-225-0123,2,FL,0.0,259.0,RepAlLawsonJr,https://lawson.house.gov,94.53,24263.0,
,N00038400,155.0,2,jasonlewis.house.gov,,Jason,412711.0,,L000587,True,Lewis,,,0.0,0.0,2018,ocd-division/country:us/state:mn/cd:2,418 Cannon House Office Building,R,202-225-2271,2,MN,0.0,259.0,RepJasonLewis,https://jasonlewis.house.gov,97.3,171558.0,
,N00000078,26162.0,12,maloney.house.gov,202-225-4709,Carolyn,400251.0,21344.0,M000087,True,Maloney,,B.,11.0,4.25,2018,ocd-division/country:us/state:ny/cd:12,2308 Rayburn House Office Building,D,202-225-7944,26,NY,0.0,259.0,RepMaloney,http://maloney.house.gov,95.16,26978.0,
,N00000179,45976.0,2,mcgovern.house.gov,202-225-5759,Jim,400263.0,29729.0,M000312,True,McGovern,,,2.0,0.77,2018,ocd-division/country:us/state:ma/cd:2,438 Cannon House Office Building,D,202-225-6101,22,MA,0.0,259.0,RepMcGovern,http://mcgovern.house.gov,94.16,552.0,repjimmcgovern
,N00001171,53469.0,5,meeks.house.gov,202-226-4169,Gregory,400271.0,29776.0,M001137,True,Meeks,,W.,15.0,5.79,2018,ocd-division/country:us/state:ny/cd:5,2234 Rayburn House Office Building,D,202-225-3461,22,NY,0.0,259.0,GregoryMeeks,http://meeks.house.gov,95.49,4360.0,gwmeeks
,N00012942,86670.0,4,mccollum.house.gov,202-225-1968,Betty,400259.0,20122.0,M001143,True,McCollum,,,3.0,1.16,2018,ocd-division/country:us/state:mn/cd:4,2256 Rayburn House Office Building,D,202-225-6631,18,MN,0.0,259.0,BettyMcCollum04,http://mccollum.house.gov,94.14,3812.0,
,N00024992,1003612.0,18,murphy.house.gov,202-225-1844,Tim,400285.0,20346.0,M001151,True,Murphy,,,1.0,0.39,2018,ocd-division/country:us/state:pa/cd:18,2332 Rayburn House Office Building,R,202-225-2301,16,PA,0.0,259.0,RepTimMurphy,https://murphy.house.gov,96.51,9794.0,TimMurphyPA18
,N00026627,1007062.0,10,mchenry.house.gov,202-225-0316,Patrick,400644.0,20522.0,M001156,True,McHenry,,T.,0.0,0.0,2018,ocd-division/country:us/state:nc/cd:10,2334 Rayburn House Office Building,R,202-225-2576,14,NC,0.0,259.0,PatrickMcHenry,http://mchenry.house.gov,98.46,21031.0,CongressmanMcHenry
,N00026460,1013056.0,10,mccaul.house.gov,202-225-5955,Michael,400654.0,20530.0,M001157,True,McCaul,,,13.0,5.02,2018,ocd-division/country:us/state:tx/cd:10,2001 Rayburn House Office Building,R,202-225-2401,14,TX,0.0,259.0,RepMcCaul,http://mccaul.house.gov,97.56,49210.0,MichaelTMcCaul
,N00026710,1013059.0,24,marchant.house.gov,202-225-0074,Kenny,400656.0,20532.0,M001158,True,Marchant,,,21.0,8.11,2018,ocd-division/country:us/state:tx/cd:24,2369 Rayburn House Office Building,R,202-225-6605,14,TX,0.0,259.0,RepKenMarchant,https://marchant.house.gov,95.8,5549.0,RepKennyMarchant
,N00026314,1013063.0,5,mcmorris.house.gov,202-225-3392,Cathy,400659.0,20535.0,M001159,True,McMorris Rodgers,,,0.0,0.0,2018,ocd-division/country:us/state:wa/cd:5,1314 Longworth House Office Building,R,202-225-2006,14,WA,0.0,259.0,CathyMcMorris,http://mcmorris.house.gov,98.46,3217.0,mcmorrisrodgers
,N00026914,42548.0,4,gwenmoore.house.gov,202-225-8135,Gwen,400661.0,20537.0,M001160,True,Moore,,,25.0,9.65,2018,ocd-division/country:us/state:wi/cd:4,2252 Rayburn House Office Building,D,202-225-4572,14,WI,0.0,259.0,RepGwenMoore,https://gwenmoore.house.gov,95.73,3457.0,RepGwenMoore
,N00027459,26602.0,6,matsui.house.gov,202-225-0566,Doris,400663.0,20538.0,M001163,True,Matsui,,,13.0,5.02,2018,ocd-division/country:us/state:ca/cd:6,2311 Rayburn House Office Building,D,202-225-7163,14,CA,0.0,259.0,DorisMatsui,https://matsui.house.gov,93.9,28593.0,RepDorisMatsui
,N00028152,85231.0,23,kevinmccarthy.house.gov,202-225-2908,Kevin,412190.0,20703.0,M001165,True,McCarthy,,,4.0,1.54,2018,ocd-division/country:us/state:ca/cd:23,2421 Rayburn House Office Building,R,202-225-2915,12,CA,0.0,259.0,GOPLeader,http://kevinmccarthy.house.gov,98.04,28918.0,repkevinmccarthy
,N00026926,1021667.0,9,mcnerney.house.gov,202-225-4060,Jerry,412189.0,20702.0,M001166,True,McNerney,,,1.0,0.39,2018,ocd-division/country:us/state:ca/cd:9,2265 Rayburn House Office Building,D,202-225-1947,12,CA,0.0,259.0,RepMcNerney,http://mcnerney.house.gov,95.74,29474.0,RepJerryMcNerney
,N00006863,30359.0,4,mcclintock.house.gov,202-225-5444,Tom,412295.0,20903.0,M001177,True,McClintock,,,4.0,1.54,2018,ocd-division/country:us/state:ca/cd:4,2312 Rayburn House Office Building,R,202-225-2511,10,CA,0.0,259.0,RepMcClintock,http://mcclintock.house.gov,96.86,9715.0,McClintockCA04
